projectID,sprintId,status,storyId,issueKey,summary,priorityId,assignee,initialStoryPoint,currentStoryPoint
37,15,Completed,12713647,AURORA-408,"Update client ""job"" commands to remove cron-related behavior.",3,mchucarroll,0,0
37,15,Completed,12714304,AURORA-421,H2-backed implementation of QuotaStore,3,wfarner,0,0
37,15,Completed,12714538,AURORA-428,Allow project override in list-missing-shipits script,4,davmclau,0,0
37,15,Completed,12714549,AURORA-433,Write a design doc describing the aurora shorthands and init files.,3,mchucarroll,0,0
37,15,Completed,12714663,AURORA-437,aurora clientv2 help is malformed,3,mchucarroll,0,0
37,15,Completed,12714686,AURORA-439,stacktrace from 'aurora sla get-job-uptime -h',3,mchucarroll,0,0
37,15,Completed,12714906,AURORA-445,Admin perform_maintenance_hosts to check job SLA before draining,3,maximk,0,0
37,15,Completed,12716423,AURORA-473,V2 client lacks informative output when updating,3,mchucarroll,0,0
37,15,Completed,12717530,AURORA-496,Modify config binding helper registration in clientv2,3,mchucarroll,0,0
37,15,Completed,12717572,AURORA-497,Client V2 does not suppress unhandled error stack trace,3,mchucarroll,0,0
37,15,Completed,12717962,AURORA-502,Aurora2 binary needs to reference admin commands,3,maximk,0,0
37,15,Completed,12718024,AURORA-503,clientv2 DistributedCommandRunner is missing a symbol,3,mchucarroll,0,0
37,15,Completed,12718177,AURORA-505,Add a target for a standalone clientv2,3,mchucarroll,0,0
37,15,Completed,12718409,AURORA-508,Fix ugliness in aurora help,3,mchucarroll,0,0
37,15,Completed,12718691,AURORA-513,Errors during thrift RPC calls cause ugly stack dumps,3,mchucarroll,0,0
37,15,Completed,12718873,AURORA-516,Increase maximum instances/job in aurora scheduler,3,mchucarroll,0,0
37,15,Completed,12721120,AURORA-528,Document available SLA metrics,3,maximk,0,0
37,15,Completed,12722282,AURORA-537,SLA safe domain host-scoped falls back to cluster-wide when no tasks returned,3,maximk,0,0
37,15,Completed,12722600,AURORA-539,Create a getTaskStatusLight RPC,3,maximk,0,0
37,15,Completed,12722644,AURORA-542,perform_maintenance_hosts should drain hosts that passed SLA check,3,maximk,0,0
37,15,NotCompletedWithinSprint,12688318,AURORA-31,Support an authentication mechanism for client-scheduler communication,3,null,0,0
37,15,NotCompletedWithinSprint,12690925,AURORA-94,Refactor/remove SchedulerCore in favor of StateManager,4,maximk,0,0
37,15,NotCompletedWithinSprint,12710194,AURORA-350,Parallelize updates to speed up deploys,3,maximk,0,0
